"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"670","Sunday","00","4","24","29","16","18","21","19","16","23","20","16","18","23","15","19","20","29","9","22","21","15","23","21","16","19","20","10","7","18","14","18","15","9","20","22","19","21","22","26","14","24","18","13","20","19","17","14","30","9","23","20","21","17","19","15","18","25","21","17","18","21","15","21","22","15","26","18","24","16","19","20","25","18","20","9","18","20","25","25","8","18","21","20","19","17","11","18","18","20","28","17","18","23","21","17","27","24","19","22","23","18","17","21","14","16","23","12","22","28","25","21","15","22","16","23","19","16","19","11","22","24","14","16","23","10","18","15","9","14","15","20","20","21","22","28","16","16","14","24","22","19","20","24"
"671","Sunday","00","5","17","27","19","27","24","6","18","24","15","24","21","18","10","24","14","19","20","11","13","18","24","10","16","12","13","28","22","11","20","24","18","24","6","21","20","21","8","18","27","12","16","26","21","28","15","13","24","12","26","19","18","18","21","23","32","14","18","25","21","15","18","24","22","17","18","19","14","28","21","26","27","21","19","17","17","18","13","11","9","30","19","22","22","23","20","33","17","20","21","11","23","18","19","14","21","20","16","27","19","18","24","25","30","23","12","17","31","27","11","32","19","17","18","13","22","20","19","16","16","29","9","22","11","27","15","19","26","18","18","23","20","17","32","31","27","22","18","21","32","20","19","9"
"672","Sunday","00","6","23","16","19","23","26","17","29","19","14","21","12","12","25","14","24","23","20","17","23","12","20","16","21","24","19","28","19","2","7","23","23","25","21","16","14","23","14","16","17","12","20","17","19","22","14","23","20","20","27","22","20","17","20","13","15","22","24","15","20","20","28","21","22","22","19","17","16","20","18","16","16","20","19","28","20","23","16","27","22","20","26","18","20","28","16","20","24","19","22","18","20","16","18","22","12","19","23","11","19","8","25","13","20","21","20","18","11","17","16","22","17","20","8","10","20","18","22","26","25","32","22","26","16","24","15","29","15","20","12","23","13","19","24","16","16","20","17","19","23","16","15","18"
"673","Sunday","01","1","16","15","24","18","17","17","21","24","16","20","20","16","20","20","21","19","34","21","22","22","21","16","20","13","21","26","16","21","19","20","9","16","15","20","23","20","19","17","15","25","29","15","15","13","17","19","28","30","15","22","22","20","27","24","21","20","18","14","20","30","21","30","18","13","24","10","20","10","17","23","15","21","7","26","23","25","16","21","19","20","22","20","30","24","22","17","21","15","22","19","25","17","13","21","12","12","11","20","17","16","29","12","16","17","13","24","22","17","27","20","19","14","23","27","18","26","26","22","19","27","17","29","22","15","18","14","22","23","25","21","24","20","14","23","22","25","18","22","29","30","14","14"
"674","Sunday","01","2","29","25","24","27","17","13","10","22","21","18","22","20","13","17","14","20","18","20","14","20","12","26","25","12","19","26","19","24","28","16","22","24","18","25","21","22","21","22","22","20","26","17","16","13","34","23","11","24","14","24","27","13","22","21","12","17","21","12","21","19","16","23","24","15","13","14","18","14","19","18","30","13","21","17","18","16","28","18","16","28","20","17","13","12","23","20","24","25","19","23","19","21","13","21","16","20","18","26","11","32","28","20","11","7","22","17","12","26","22","15","12","21","25","21","32","24","9","13","19","22","22","26","22","30","13","14","17","14","19","25","18","21","20","20","24","17","24","5","21","18","20","12"
"675","Sunday","01","3","20","28","21","20","19","29","16","17","16","23","24","16","19","30","15","22","16","23","11","18","15","22","17","19","18","16","17","23","26","22","23","21","19","17","22","12","25","21","20","23","14","19","15","13","15","19","13","20","26","17","24","14","13","15","22","17","19","24","15","20","22","9","16","13","23","24","21","19","26","24","17","26","19","19","14","17","20","26","15","20","20","28","23","29","8","24","12","19","17","14","12","24","13","21","23","20","24","15","14","17","18","20","12","19","13","26","30","20","18","19","20","23","24","25","15","28","23","10","19","17","26","11","13","18","16","15","28","21","19","13","18","24","24","15","14","27","14","14","16","28","15","13"
"676","Sunday","01","4","23","21","20","25","26","21","20","17","14","24","27","18","26","21","25","19","23","16","20","20","13","17","24","15","13","21","22","23","20","16","30","23","20","17","16","14","15","22","17","19","18","19","27","29","19","12","21","14","21","18","16","16","18","28","15","15","9","18","10","23","25","26","20","17","25","18","15","28","22","21","27","24","16","17","16","18","18","14","18","20","11","16","27","24","23","20","14","24","20","17","21","20","20","21","18","21","19","20","22","23","22","20","21","18","13","25","18","13","24","20","18","13","21","17","16","22","23","17","17","12","17","26","21","18","17","18","21","27","14","8","24","27","18","11","21","18","17","13","27","19","13","21"
"677","Sunday","01","5","13","12","18","19","16","26","20","23","26","26","17","19","29","22","22","21","25","8","16","23","12","26","25","24","13","18","21","13","17","16","26","14","16","21","16","18","27","24","22","30","16","21","27","18","25","15","19","16","20","24","22","17","14","18","18","20","25","25","20","19","32","25","25","18","18","25","16","25","14","17","21","19","17","25","16","22","18","27","20","25","24","17","18","15","15","25","19","19","7","24","21","27","16","29","25","21","11","13","18","13","29","12","19","18","23","24","20","23","16","25","23","20","20","19","21","14","22","20","21","20","38","24","28","13","18","25","23","29","27","18","13","17","25","24","15","20","20","21","15","21","21","19"
"678","Sunday","01","6","24","25","14","25","15","19","21","24","11","24","17","25","16","23","29","21","22","23","12","20","26","16","20","18","25","25","14","16","20","17","24","17","22","11","20","26","16","10","18","26","8","18","25","16","12","24","21","21","16","24","18","35","17","28","21","17","29","21","16","19","22","22","19","20","25","20","11","16","19","14","24","23","15","17","15","23","16","25","21","17","19","16","22","29","18","21","26","21","17","19","21","25","11","8","21","19","28","30","24","17","8","25","14","23","20","14","21","11","15","23","10","27","15","20","8","16","22","20","13","20","15","23","21","19","20","15","20","23","15","14","10","21","17","22","19","26","21","24","27","25","15","16"
"679","Sunday","02","1","12","24","11","16","15","23","13","16","22","13","11","25","17","28","20","29","19","22","26","17","28","13","21","20","21","19","30","20","24","22","17","23","16","18","13","20","22","18","13","23","16","21","21","21","33","14","20","19","19","18","20","19","26","24","12","26","20","19","17","25","20","23","18","24","9","22","14","19","19","24","21","22","12","26","21","12","15","21","20","14","24","20","23","16","20","20","23","18","24","22","10","23","27","14","20","27","18","31","28","30","20","23","27","18","15","26","20","21","10","21","31","17","27","14","24","17","17","16","14","26","11","21","23","12","24","19","21","9","24","22","21","19","16","17","26","10","29","31","17","9","19","25"
"680","Sunday","02","2","26","19","21","21","16","26","27","26","8","17","20","25","21","22","17","24","14","21","29","26","16","30","16","26","23","22","18","10","21","20","27","25","15","17","19","20","19","25","14","15","20","11","18","14","18","14","19","20","21","18","22","25","22","22","21","15","17","20","24","15","16","31","24","24","24","26","16","18","23","15","22","18","18","17","11","22","16","22","22","27","20","14","12","13","24","11","20","21","15","17","15","21","12","16","9","9","9","16","14","8","21","12","17","26","26","22","9","11","22","21","24","22","17","21","23","17","24","22","12","23","22","17","26","23","21","25","25","34","23","15","16","19","21","20","27","25","26","19","21","15","18","12"
"681","Sunday","02","3","21","16","19","17","18","24","29","24","23","12","25","11","20","14","19","18","16","17","14","21","21","19","17","14","16","18","33","33","18","20","25","17","17","22","27","14","21","22","15","30","24","10","23","9","14","22","24","20","27","16","16","33","21","20","20","18","23","14","9","24","18","18","13","19","21","21","16","16","28","19","17","21","23","28","19","22","19","15","26","14","17","17","29","25","9","18","24","11","20","28","28","24","11","15","15","9","15","22","16","22","20","25","10","14","19","25","25","16","21","16","20","21","28","19","22","22","22","25","20","28","25","18","19","17","17","18","13","19","20","22","19","14","21","19","16","21","14","16","16","20","13","19"
"682","Sunday","02","4","20","23","14","16","13","26","14","19","12","23","22","13","29","24","30","23","17","21","23","20","22","14","16","12","28","20","26","17","24","15","16","25","22","17","21","21","17","17","17","15","23","17","28","24","25","14","21","8","18","26","19","11","21","11","21","21","16","21","15","24","15","17","22","27","23","16","20","25","18","21","26","10","14","20","18","16","11","15","24","25","23","13","24","18","18","21","23","19","9","20","20","18","14","11","21","21","18","8","17","19","16","18","24","18","18","17","23","14","19","12","21","18","20","20","22","24","17","19","27","21","19","27","28","18","18","19","23","18","24","24","16","25","16","25","17","20","16","15","16","17","21","10"
"683","Sunday","02","5","21","23","10","16","23","30","20","21","21","19","25","19","19","23","20","14","10","20","26","24","20","28","19","21","10","31","17","16","19","15","24","28","19","12","12","25","18","14","14","21","27","15","27","17","23","18","17","22","18","15","18","28","19","19","16","10","23","17","15","24","23","22","19","19","21","10","25","19","21","17","19","20","10","25","9","30","26","17","26","26","25","16","16","15","21","22","23","25","17","18","17","23","22","21","19","17","11","25","20","29","13","22","24","14","17","16","29","14","16","25","18","18","13","17","19","27","22","19","21","28","22","24","12","23","17","21","24","25","19","16","25","21","19","22","10","20","21","20","14","27","21","23"
"684","Sunday","02","6","13","25","20","14","16","26","22","17","16","22","19","21","19","14","17","23","16","23","15","22","23","21","21","18","20","21","18","21","25","25","23","4","22","23","14","15","22","13","28","21","12","22","16","17","18","23","30","16","21","12","14","11","17","18","17","12","12","12","17","23","20","27","18","25","18","24","20","16","31","19","19","22","15","9","21","20","21","23","21","17","21","17","24","23","18","24","24","21","19","18","14","20","26","29","16","9","17","11","28","20","27","16","21","16","18","28","17","31","22","19","20","16","20","18","9","17","18","24","13","14","19","29","28","14","23","18","21","22","15","25","6","17","16","22","22","20","23","16","15","18","10","21"
"685","Sunday","08","1","16","17","14","15","12","20","20","21","15","14","19","26","13","18","13","22","19","19","22","17","13","19","20","18","23","26","17","21","14","22","22","29","25","20","23","15","23","26","18","18","21","21","20","16","19","23","27","17","22","21","23","19","20","12","30","14","14","15","11","16","24","16","30","17","22","27","20","18","10","24","24","20","20","27","24","18","24","25","27","21","10","12","10","22","29","27","16","16","22","13","16","17","23","17","19","19","22","15","17","18","14","20","7","17","17","27","17","20","17","26","17","29","22","15","14","18","25","18","31","24","16","22","16","15","22","20","21","13","14","20","21","15","27","22","19","18","19","18","21","29","26","22"
"686","Sunday","08","2","13","28","23","15","22","14","16","20","15","21","26","21","16","17","24","25","6","21","16","21","19","22","13","23","22","24","19","25","17","20","21","28","20","16","17","21","25","25","17","21","18","24","19","17","24","23","16","18","24","12","18","28","20","27","23","12","15","10","21","18","18","20","17","22","17","35","21","25","18","27","27","25","14","18","18","22","13","12","23","24","11","11","20","22","23","24","23","18","19","22","20","20","22","15","22","23","14","23","17","25","25","20","22","28","27","24","24","16","19","11","24","17","17","19","27","16","17","11","17","18","20","31","16","26","19","30","19","15","26","24","27","27","15","18","14","23","24","20","16","18","19","21"
"687","Sunday","08","3","21","13","20","17","17","12","16","16","15","20","22","22","10","29","22","21","21","28","32","17","22","17","25","25","26","25","14","22","24","12","24","16","21","8","17","13","15","21","21","12","21","10","24","23","20","18","15","16","17","23","18","22","12","20","18","23","13","28","22","13","22","24","29","23","14","29","22","21","9","25","21","23","19","17","23","24","15","15","20","15","32","26","25","23","21","12","21","23","23","27","17","19","10","17","20","16","24","17","16","24","12","16","24","19","23","19","21","11","14","15","22","13","19","14","25","24","17","20","19","21","19","26","19","17","31","18","25","8","15","27","20","15","6","20","27","18","19","21","16","21","24","18"
